14:01:56.689 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60060 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:56.706 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60060 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:57.690 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60085 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:57.749 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60085 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:58.690 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60062 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:58.852 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60062 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:59.691 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60087 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:01:59.814 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60087 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:00.691 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60084 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:00.815 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60084 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:01.691 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60089 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:01.703 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60089 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:02.692 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60086 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:02.815 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60086 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:03.692 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60095 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:03.777 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60095 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:04.692 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60110 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:04.802 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60110 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:05.693 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60097 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:06.111 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60097 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:06.693 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60112 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:06.810 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60112 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:07.693 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60099 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:07.773 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60099 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:08.694 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60114 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:08.795 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60114 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:09.694 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60101 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:09.891 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60101 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:10.694 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60116 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:10.890 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60116 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:11.695 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60103 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:11.809 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60103 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:12.695 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60118 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:13.696 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60105 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:13.812 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60105 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:14.696 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60106 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:14.752 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60106 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:15.696 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60107 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:15.793 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60107 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:16.697 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60120 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:16.750 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60120 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:17.697 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60109 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:17.812 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60109 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:18.698 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60122 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:18.871 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60122 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:19.698 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60111 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:19.764 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60111 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:20.699 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60124 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:20.772 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60124 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:58.687 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60126 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:58.698 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60126 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:59.688 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60117 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:02:59.786 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60117 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:00.688 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60128 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:00.697 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60128 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:01.689 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60119 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:01.698 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60119 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:02.689 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60130 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:02.761 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60130 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:03.690 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60121 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:03.701 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60121 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:04.690 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60132 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:04.819 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60132 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:05.691 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60123 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:05.732 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60123 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:06.691 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60134 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:06.752 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60134 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:07.691 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60125 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:07.776 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60125 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:08.692 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60036 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:08.701 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60036 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:09.692 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60127 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:09.723 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60127 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:10.692 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60038 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:10.750 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60038 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:11.693 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60129 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:11.770 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60129 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:12.693 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60040 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:12.794 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60040 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:13.693 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60131 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:13.705 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60131 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:14.694 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60042 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:14.740 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60042 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:15.694 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60133 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:15.703 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60133 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:16.694 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60044 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:16.801 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60044 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:03:40.089 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60113 | Dst: 8080  | Bytes: 58    | MAX: 58    | Pld: Sin payload
14:03:40.098 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60113 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:37.288 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60124 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:37.429 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60124 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:38.288 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60125 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:38.323 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60125 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:39.289 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60126 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:39.299 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60126 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:40.289 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60127 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:40.374 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60127 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:41.289 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60128 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:41.397 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60128 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:42.289 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60129 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:42.303 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60129 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:43.290 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60130 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:43.342 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60130 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:44.290 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60131 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:44.376 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60131 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:45.290 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60132 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:45.389 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60132 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:46.291 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60133 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:46.415 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60133 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:47.291 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60114 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:47.334 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60114 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:48.292 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60115 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:48.357 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60115 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:49.292 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60116 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:49.382 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60116 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:50.293 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60117 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:50.403 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60117 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:51.293 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60118 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:51.323 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60118 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:52.293 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60119 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:52.348 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60119 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:53.294 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60120 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:53.373 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60120 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:54.294 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60121 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:54.415 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60121 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:55.294 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60122 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:55.530 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60122 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:56.295 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60123 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:56.342 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60123 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:57.295 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60134 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:57.366 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60134 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:58.295 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60035 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:58.390 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60035 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:59.295 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60036 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:08:59.415 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60036 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:00.296 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60037 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:00.336 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60037 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:01.296 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60038 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:01.361 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60038 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:02.297 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60039 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:02.385 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60039 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:03.297 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60040 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:03.420 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60040 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:04.297 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60041 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:04.329 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60041 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:05.298 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60042 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:05.353 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60042 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:06.298 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60043 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:06.387 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60043 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:07.298 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60044 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:07.423 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60044 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:09:12.182 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60105 | Dst: 8080  | Bytes: 58    | MAX: 58    | Pld: Sin payload
14:09:12.237 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60105 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:17.757 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60068 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:17.862 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60068 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:18.758 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60069 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:18.888 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60069 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:19.758 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60052 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:19.818 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60052 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:20.758 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60053 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:20.828 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60053 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:21.759 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60054 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:21.900 | TCP   | Org: 192.168.1.2     | Dst: 192.168.1.6     | Org: 8080  | Dst: 60054 | Bytes: 54    | MAX: 58    | Pld: Sin payload
14:11:22.759 | TCP   | Org: 192.168.1.6     | Dst: 192.168.1.2     | Org: 60055 | Dst: 8080  | Bytes: 54    | MAX: 58    | Pld: Sin payload
